Name,Type,Asset,ID,Lots,Open,Close,Entry,Exit,Profit,Roll,ExitType
CY,Long,XAU/USD,731878,3,2014-09-15 08:01,2014-09-22 01:29,1235,1212,-60.78,0.00,Stop
HP,Short,US30,733085,4,2014-09-17 08:01,2014-09-22 16:00,17139,17209,-24.45,0.00,Sold
CY,Short,GBP/USD,730973,4,2014-09-11 20:01,2014-09-22 20:00,1.6221,1.6365,-50.45,0.00,Sold
CT,Long,USD/CAD,733287,4,2014-09-17 16:01,2014-09-24 08:00,1.0952,1.1075,34.13,0.00,Sold
A2,Short,USD/JPY,733993,5,2014-09-18 20:01,2014-09-24 12:00,108.77,108.75,0.46,0.00,Sold
CY,Long,USD/CAD,733591,7,2014-09-18 04:01,2014-09-25 00:00,1.1009,1.1076,32.33,0.00,Sold
CY,Long,USD/CAD,734499,7,2014-09-19 16:02,2014-09-25 00:00,1.0966,1.1076,53.33,0.00,Sold
HP,Long,SPX500,735406,4,2014-09-23 08:01,2014-09-25 12:00,1990,1998,28.86,0.00,Sold
HP,Long,US30,735002,4,2014-09-22 16:01,2014-09-25 12:00,17207,17222,5.29,0.00,Sold
HP,Long,US30,735407,4,2014-09-23 08:01,2014-09-25 12:00,17147,17222,26.20,0.00,Sold
HP,Long,US30,736013,4,2014-09-24 08:02,2014-09-25 12:00,17064,17222,55.03,0.00,Sold
CT,Short,GBP/USD,733490,3,2014-09-18 00:01,2014-09-25 16:00,1.6269,1.6312,-11.43,0.00,Sold
CT,Short,GBP/USD,734194,3,2014-09-19 04:01,2014-09-25 16:00,1.6517,1.6312,53.36,0.00,Sold
HP,Short,US30,736717,4,2014-09-25 12:01,2014-09-26 08:00,17224,16988,82.27,0.00,Sold
LP,Short,XAU/USD,726038,3,2014-09-01 16:01,2014-09-26 08:00,1287,1225,160.96,0.00,Sold
LP,Long,GBP/USD,736918,4,2014-09-25 20:01,2014-09-26 12:00,1.6315,1.6305,-3.62,0.00,Sold
HP,Short,UK100,721720,5,2014-08-21 12:01,2014-09-26 12:00,6772,6649,81.01,0.00,Sold
BB,Long,UK100,735509,6,2014-09-23 12:01,2014-10-01 14:06,6671,6538,-105.51,0.00,Stop
CY,Long,GER30,738427,4,2014-09-30 08:01,2014-10-01 17:37,9441,9344,-38.83,0.00,Stop
HU,Long,NAS100,732783,15,2014-09-16 20:01,2014-10-01 19:10,4068,3972,-125.03,0.00,Stop
HU,Long,USD/CAD,728755,4,2014-09-08 04:01,2014-10-02 00:00,1.0894,1.1151,71.88,0.00,Sold
VO,Long,USD/JPY,721117,4,2014-08-20 12:01,2014-10-02 00:00,103.31,109.00,168.51,0.00,Sold
VO,Long,USD/JPY,721218,4,2014-08-20 16:01,2014-10-02 00:00,103.37,109.00,166.76,0.00,Sold
VO,Long,USD/CAD,735003,6,2014-09-22 16:01,2014-10-02 08:00,1.1007,1.1107,41.63,0.00,Sold
VO,Long,USD/CAD,735810,6,2014-09-24 00:01,2014-10-02 08:00,1.1072,1.1107,14.50,0.00,Sold
LP,Short,XAU/USD,737325,3,2014-09-26 12:01,2014-10-02 08:00,1218,1215,10.17,0.00,Sold
A2,Short,UK100,723524,5,2014-08-26 12:01,2014-10-02 12:00,6805,6542,173.55,0.00,Sold
A2,Short,UK100,733084,5,2014-09-17 08:01,2014-10-02 12:00,6799,6542,169.78,0.00,Sold
CY,Short,USD/CAD,736415,7,2014-09-25 00:01,2014-10-03 04:00,1.1074,1.1175,-49.95,0.00,Sold
CY,Short,USD/CAD,737121,7,2014-09-26 04:01,2014-10-03 04:00,1.1118,1.1175,-28.22,0.00,Sold
CY,Long,XAU/USD,734195,3,2014-09-19 04:01,2014-10-03 08:00,1228,1208,-54.61,0.00,Sold
CY,Long,XAU/USD,735105,3,2014-09-22 20:01,2014-10-03 08:00,1216,1208,-23.04,0.00,Sold
HP,Short,EUR/USD,703725,6,2014-07-10 12:01,2014-10-06 04:00,1.3605,1.2519,567.12,0.00,Sold
HP,Short,EUR/USD,705237,6,2014-07-15 00:01,2014-10-06 04:00,1.3623,1.2519,576.42,0.00,Sold
HP,Short,EUR/USD,708051,6,2014-07-21 16:01,2014-10-06 04:00,1.3524,1.2519,525.03,0.00,Sold
BB,Long,SPX500,739429,3,2014-10-02 00:01,2014-10-06 04:00,1948,1972,62.65,0.00,Sold
A2,Long,UK100,739734,5,2014-10-02 12:01,2014-10-06 12:00,6542,6557,9.78,0.00,Sold
A2,Long,USD/CHF,713988,1,2014-08-04 12:01,2014-10-06 16:00,0.9066,0.9624,52.68,0.00,Sold
HU,Short,XAG/USD,725335,5,2014-08-29 12:02,2014-10-06 16:00,19.5331,17.1110,527.36,0.00,Sold
LP,Long,USD/CAD,739837,5,2014-10-02 16:02,2014-10-06 17:47,1.1153,1.1156,0.74,0.00,Stop
VO,Long,USD/CAD,740644,6,2014-10-06 00:02,2014-10-06 17:47,1.1260,1.1158,-43.33,0.00,Stop
VO,Long,USD/CHF,740643,1,2014-10-06 00:01,2014-10-06 19:36,0.9678,0.9584,-9.00,0.00,Stop
CY,Long,SPX500,735508,4,2014-09-23 12:01,2014-10-06 20:00,1988,1964,-83.43,0.00,Sold
CY,Long,SPX500,739938,4,2014-10-02 20:01,2014-10-06 20:00,1945,1964,64.75,0.00,Sold
CY,Short,XAU/USD,740240,3,2014-10-03 08:01,2014-10-06 20:00,1207,1207,-0.22,0.00,Sold
VO,Short,GBP/USD,734497,3,2014-09-19 16:01,2014-10-07 00:00,1.6316,1.6074,63.01,0.00,Sold
VO,Short,GBP/USD,739835,3,2014-10-02 16:01,2014-10-07 00:00,1.6132,1.6074,15.04,0.00,Sold
VO,Long,USD/CAD,739836,6,2014-10-02 16:01,2014-10-07 00:00,1.1153,1.1146,-3.63,0.00,Sold
CT,Short,USD/CAD,736012,5,2014-09-24 08:01,2014-10-07 16:00,1.1077,1.1183,-37.48,0.00,Sold
VO,Long,USD/JPY,740645,4,2014-10-06 00:02,2014-10-07 23:28,109.77,107.81,-58.45,0.00,Stop
LP,Long,USD/CAD,741650,5,2014-10-07 16:01,2014-10-08 00:00,1.1182,1.1160,-8.05,0.00,Sold
HP,Long,EUR/USD,740746,6,2014-10-06 04:01,2014-10-08 08:00,1.2519,1.2653,69.83,0.00,Sold
CY,Long,GBP/USD,735104,4,2014-09-22 20:01,2014-10-08 08:00,1.6365,1.6064,-104.92,0.00,Sold
CY,Long,GBP/USD,737020,4,2014-09-26 00:01,2014-10-08 08:00,1.6330,1.6064,-92.88,0.00,Sold
VO,Short,EUR/USD,727950,8,2014-09-04 20:01,2014-10-08 18:05,1.2949,1.2725,155.71,0.00,Stop
LP,Long,USD/CAD,742056,5,2014-10-08 08:02,2014-10-08 18:13,1.1175,1.1143,-11.63,0.00,Stop
VO,Long,USD/CHF,738628,1,2014-09-30 16:01,2014-10-09 00:00,0.9553,0.9515,-3.61,0.00,Sold
LP,Short,GBP/USD,737324,3,2014-09-26 12:01,2014-10-09 00:00,1.6307,1.6163,37.41,0.00,Sold
CT,Long,NAS100,737426,13,2014-09-26 16:01,2014-10-09 12:00,4020,4025,5.63,0.00,Sold
HP,Long,SPX500,737222,4,2014-09-26 08:01,2014-10-09 12:00,1969,1962,-24.99,0.00,Sold
HP,Long,SPX500,739632,4,2014-10-02 08:01,2014-10-09 12:00,1948,1962,47.10,0.00,Sold
HP,Long,SPX500,742157,4,2014-10-08 12:01,2014-10-09 12:00,1941,1962,73.21,0.00,Sold
HP,Long,US30,737223,4,2014-09-26 08:01,2014-10-09 12:00,16990,16911,-27.72,0.00,Sold
HP,Long,US30,739633,4,2014-10-02 08:01,2014-10-09 12:00,16814,16911,33.56,0.00,Sold
HP,Long,US30,742055,4,2014-10-08 08:02,2014-10-09 12:00,16740,16911,59.47,0.00,Sold
CY,Long,SPX500,742358,4,2014-10-08 20:01,2014-10-09 20:00,1969,1928,-144.20,0.00,Sold
HP,Short,US30,742761,4,2014-10-09 12:01,2014-10-10 08:00,16913,16696,75.57,0.00,Sold
CY,Long,XAU/USD,741148,3,2014-10-06 20:01,2014-10-10 08:00,1207,1218,28.53,0.00,Sold
A2,Short,UK100,740947,5,2014-10-06 12:01,2014-10-10 12:00,6557,6360,129.63,0.00,Sold
HU,Long,NAS100,740441,15,2014-10-03 16:01,2014-10-10 19:18,4024,3891,-172.91,0.00,Stop
HU,Short,GBP/USD,734498,3,2014-09-19 16:01,2014-10-13 04:00,1.6316,1.6119,51.39,0.00,Sold
CY,Short,EUR/USD,730370,4,2014-09-10 20:01,2014-10-13 08:00,1.2915,1.2671,84.74,0.00,Sold
A2,Long,USD/JPY,736114,4,2014-09-24 12:01,2014-10-14 11:25,108.75,106.72,-60.48,0.00,Stop
CY,Long,EUR/USD,743873,5,2014-10-13 08:01,2014-10-14 16:00,1.2674,1.2659,-6.58,0.00,Sold
CT,Short,GBP/USD,742559,3,2014-10-09 04:01,2014-10-15 04:00,1.6189,1.5909,72.93,0.00,Sold
HP,Long,SPX500,743371,4,2014-10-10 12:01,2014-10-15 08:00,1925,1876,-171.69,0.00,Sold
CY,Short,GBP/USD,742054,4,2014-10-08 08:01,2014-10-15 12:00,1.6061,1.5927,46.63,0.00,Sold
CY,Short,GBP/USD,742963,4,2014-10-09 20:01,2014-10-15 12:00,1.6120,1.5927,67.03,0.00,Sold
CY,Short,EUR/USD,744678,4,2014-10-14 16:01,2014-10-15 13:38,1.2658,1.2832,-60.76,0.00,Stop
HP,Long,US30,743269,4,2014-10-10 08:01,2014-10-15 13:38,16697,16082,-214.25,0.00,Stop
CY,Short,XAU/USD,743270,3,2014-10-10 08:01,2014-10-15 13:39,1218,1246,-74.43,0.00,Stop
A2,Short,EUR/USD,741549,4,2014-10-07 12:01,2014-10-15 13:40,1.2608,1.2869,-91.24,0.00,Stop
VO,Long,USD/CAD,744979,6,2014-10-15 04:01,2014-10-15 13:40,1.1330,1.1232,-41.83,0.00,Stop
CY,Long,USD/CAD,740139,7,2014-10-03 04:01,2014-10-16 00:00,1.1174,1.1266,44.36,0.00,Sold
CY,Long,USD/CAD,741952,7,2014-10-08 04:01,2014-10-16 00:00,1.1182,1.1266,40.21,0.00,Sold
A2,Long,UK100,743372,5,2014-10-10 12:01,2014-10-16 09:32,6361,6142,-144.63,0.00,Stop
VO,Short,GBP/USD,742965,3,2014-10-09 20:02,2014-10-17 00:00,1.6121,1.6096,6.17,0.00,Sold
VO,Short,GBP/USD,743066,3,2014-10-10 00:01,2014-10-17 00:00,1.6120,1.6096,6.10,0.00,Sold
A2,Long,GBP/USD,740642,3,2014-10-06 00:01,2014-10-17 04:00,1.5966,1.6075,28.05,0.00,Sold
HU,Short,GER30,734800,4,2014-09-22 08:01,2014-10-17 12:00,9752,8726,410.37,0.00,Sold
LP,Long,USD/CAD,743067,5,2014-10-10 00:01,2014-10-17 16:00,1.1182,1.1247,22.39,0.00,Sold
CY,Short,USD/CAD,745485,7,2014-10-16 00:01,2014-10-20 04:00,1.1268,1.1268,-0.28,0.00,Sold
HP,Short,EUR/USD,742053,6,2014-10-08 08:01,2014-10-20 08:00,1.2650,1.2769,-62.19,0.00,Sold
HP,Short,EUR/USD,742660,6,2014-10-09 08:01,2014-10-20 08:00,1.2784,1.2769,7.77,0.00,Sold
HP,Short,EUR/USD,744175,6,2014-10-13 20:01,2014-10-20 08:00,1.2691,1.2769,-40.93,0.00,Sold
CT,Short,USD/CAD,745081,5,2014-10-15 08:01,2014-10-22 04:00,1.1352,1.1219,45.99,0.00,Sold
CY,Long,SPX500,744074,4,2014-10-13 16:01,2014-10-22 12:00,1900,1943,149.80,0.00,Sold
A2,Short,EUR/USD,730067,4,2014-09-10 08:01,2014-10-23 00:00,1.2933,1.2642,101.21,0.00,Sold
HU,Short,USD/CAD,739430,4,2014-10-02 00:01,2014-10-23 04:00,1.1153,1.1256,-29.12,0.00,Sold
CY,Long,EUR/USD,747196,5,2014-10-20 20:01,2014-10-23 07:06,1.2806,1.2614,-84.18,0.00,Stop
A2,Long,USD/CHF,741751,1,2014-10-07 20:01,2014-10-23 12:00,0.9572,0.9521,-4.84,0.00,Sold
A2,Long,USD/CHF,744577,1,2014-10-14 12:01,2014-10-23 12:00,0.9548,0.9521,-2.64,0.00,Sold
LP,Long,USD/CAD,748605,5,2014-10-23 08:01,2014-10-23 12:00,1.1242,1.1215,-9.85,0.00,Sold
HU,Short,UK100,734801,4,2014-09-22 08:01,2014-10-23 15:12,6790,6432,189.11,0.00,Stop
HP,Long,EUR/USD,746895,6,2014-10-20 08:01,2014-10-27 12:00,1.2769,1.2675,-49.37,0.00,Sold
HP,Long,EUR/USD,748001,6,2014-10-22 08:01,2014-10-27 12:00,1.2713,1.2675,-20.13,0.00,Sold
LP,Long,USD/CAD,750318,5,2014-10-28 04:01,2014-10-28 08:00,1.1242,1.1234,-3.37,0.00,Sold
ES,Short,EUR/USD,747698,5,2014-10-21 16:01,2014-10-28 16:00,1.2726,1.2747,-9.37,0.00,Sold
CY,Short,XAU/USD,746090,3,2014-10-17 00:01,2014-10-28 20:00,1238,1229,25.02,0.00,Sold
CY,Short,GER30,749311,4,2014-10-24 12:01,2014-10-29 07:44,8980,9127,-58.87,0.00,Stop
CY,Long,XAU/USD,750723,3,2014-10-28 20:01,2014-10-30 05:55,1229,1207,-57.02,0.00,Stop
BB,Short,AUD/USD,750722,5,2014-10-28 20:01,2014-10-30 08:00,0.8861,0.8769,39.45,-0.51,Sold
HP,Short,EUR/USD,749913,6,2014-10-27 12:01,2014-10-30 12:00,1.2676,1.2586,46.83,0.00,Sold
CT,Short,GBP/USD,746292,3,2014-10-17 08:01,2014-10-30 12:00,1.6070,1.5987,21.63,0.00,Sold
A2,Short,GBP/USD,746191,3,2014-10-17 04:01,2014-10-30 16:00,1.6076,1.6023,13.45,0.00,Sold
A2,Short,GBP/USD,750217,3,2014-10-28 00:01,2014-10-30 16:00,1.6125,1.6023,26.40,0.00,Sold
A2,Short,EUR/USD,750015,4,2014-10-27 16:01,2014-10-30 20:00,1.2713,1.2604,37.55,0.00,Sold
CY,Short,EUR/USD,750216,4,2014-10-28 00:01,2014-10-31 00:00,1.2702,1.2609,32.13,0.00,Sold
CY,Short,EUR/USD,751024,4,2014-10-29 08:01,2014-10-31 00:00,1.2738,1.2609,44.57,0.00,Sold
HU,Short,USD/JPY,736919,4,2014-09-25 20:01,2014-10-31 06:38,108.70,111.13,-72.30,0.00,Stop
CY,Long,EUR/USD,752036,5,2014-10-31 00:01,2014-11-03 00:45,1.2607,1.2449,-69.05,0.00,Stop
CT,Long,USD/CAD,747900,4,2014-10-22 04:01,2014-11-03 12:00,1.1219,1.1283,17.55,0.00,Sold
CT,Short,AUD/USD,739531,5,2014-10-02 04:01,2014-11-04 04:00,0.8809,0.8729,27.18,-7.65,Sold
HP,Short,USD/CAD,752940,6,2014-11-03 12:01,2014-11-04 08:26,1.1284,1.1381,-41.28,0.00,Stop
CY,Short,AUD/USD,733489,5,2014-09-18 00:01,2014-11-04 12:00,0.8961,0.8743,84.43,-10.46,Sold
CY,Short,AUD/USD,736716,5,2014-09-25 12:01,2014-11-04 12:00,0.8815,0.8743,22.43,-8.93,Sold
HP,Short,USD/CAD,745283,6,2014-10-15 16:01,2014-11-04 12:43,1.1288,1.1395,-45.58,0.00,Stop
HP,Long,EUR/USD,751733,6,2014-10-30 12:01,2014-11-04 16:00,1.2584,1.2571,-6.96,0.00,Sold
CY,Long,USD/CAD,746794,7,2014-10-20 04:01,2014-11-05 04:00,1.1268,1.1393,61.12,0.00,Sold
CY,Long,USD/CAD,748202,7,2014-10-22 16:01,2014-11-05 04:00,1.1220,1.1393,84.28,0.00,Sold
CY,Long,XAU/USD,752838,3,2014-11-03 08:01,2014-11-05 11:37,1171,1142,-73.99,0.00,Stop
CY,Long,AUD/USD,753542,6,2014-11-04 12:01,2014-11-05 14:21,0.8742,0.8593,-78.34,0.14,Stop
VO,Short,GBP/USD,751425,3,2014-10-30 00:01,2014-11-06 00:00,1.6003,1.5964,10.11,0.00,Sold
VO,Short,GBP/USD,751529,3,2014-10-30 04:01,2014-11-06 00:00,1.5982,1.5964,4.63,0.00,Sold
CY,Short,GER30,752941,4,2014-11-03 12:02,2014-11-06 13:34,9284,9421,-55.09,0.00,Stop
HP,Short,EUR/USD,753643,6,2014-11-04 16:01,2014-11-07 08:00,1.2571,1.2386,96.28,0.00,Sold
HP,Short,EUR/USD,754045,6,2014-11-05 08:01,2014-11-07 08:00,1.2517,1.2386,68.18,0.00,Sold
A2,Short,EUR/USD,754147,4,2014-11-05 12:01,2014-11-07 12:00,1.2474,1.2395,27.34,0.00,Sold
A2,Long,GBP/USD,751835,3,2014-10-30 16:01,2014-11-07 13:44,1.6021,1.5802,-57.51,0.00,Stop
CY,Short,EUR/USD,754146,4,2014-11-05 12:01,2014-11-07 16:00,1.2473,1.2415,20.16,0.00,Sold
HU,Short,EUR/USD,747697,4,2014-10-21 16:01,2014-11-10 00:00,1.2726,1.2461,92.04,0.00,Sold
VO,Long,USD/CAD,751427,6,2014-10-30 00:02,2014-11-10 00:00,1.1192,1.1329,56.82,0.00,Sold
VO,Long,USD/CAD,751530,6,2014-10-30 04:01,2014-11-10 00:00,1.1199,1.1329,53.97,0.00,Sold
LP,Long,USD/CAD,752437,5,2014-10-31 16:01,2014-11-10 00:00,1.1276,1.1329,18.24,0.00,Sold
VO,Short,GBP/USD,754954,3,2014-11-06 20:01,2014-11-10 02:17,1.5838,1.5908,-18.62,0.00,Stop
VO,Short,GBP/USD,755055,3,2014-11-07 00:01,2014-11-10 02:20,1.5839,1.5911,-18.98,0.00,Stop
HP,Long,EUR/USD,755256,6,2014-11-07 08:01,2014-11-10 12:00,1.2389,1.2485,49.90,0.00,Sold
HP,Short,USD/CAD,754349,6,2014-11-05 20:01,2014-11-10 20:00,1.1400,1.1380,8.10,0.00,Sold
CY,Long,EUR/USD,755457,5,2014-11-07 16:01,2014-11-11 00:00,1.2415,1.2426,4.14,0.00,Sold
CY,Short,USD/CAD,753944,7,2014-11-05 04:01,2014-11-11 04:00,1.1393,1.1385,3.55,0.00,Sold
LP,Long,USD/CAD,756262,5,2014-11-11 00:02,2014-11-11 15:58,1.1371,1.1338,-11.99,0.00,Stop
HU,Long,GER30,746393,4,2014-10-17 12:01,2014-11-12 12:00,8723,9238,205.67,0.00,Sold
VO,Long,USD/CAD,756261,6,2014-11-11 00:01,2014-11-12 13:54,1.1372,1.1296,-32.25,0.00,Stop
HP,Short,UK100,749914,5,2014-10-27 12:01,2014-11-13 15:32,6381,6646,-174.62,0.00,Stop
LP,Long,USD/CAD,758074,5,2014-11-14 00:01,2014-11-14 14:29,1.1383,1.1349,-12.41,0.00,Stop
HU,Short,XAG/USD,743168,5,2014-10-10 04:02,2014-11-14 17:55,17.2796,16.2073,233.48,0.00,Stop
VO,Long,USD/CHF,747799,1,2014-10-21 20:01,2014-11-17 00:00,0.9489,0.9592,9.63,0.00,Sold
VO,Long,USD/CHF,751426,1,2014-10-30 00:01,2014-11-17 00:00,0.9550,0.9592,3.94,0.00,Sold
A2,Short,UK100,754751,5,2014-11-06 12:01,2014-11-18 17:43,6535,6721,-122.50,0.00,Stop
HP,Short,UK100,754750,5,2014-11-06 12:01,2014-11-18 19:20,6535,6730,-128.37,0.00,Stop
VO,Short,GBP/USD,757267,3,2014-11-12 16:01,2014-11-19 16:00,1.5829,1.5668,41.66,0.00,Sold
VO,Short,GBP/USD,757370,3,2014-11-12 20:01,2014-11-19 16:00,1.5782,1.5668,29.56,0.00,Sold
HU,Short,GBP/USD,757268,3,2014-11-12 16:01,2014-11-19 16:00,1.5829,1.5668,41.66,0.00,Sold
CY,Long,XAU/USD,756864,3,2014-11-12 00:01,2014-11-19 16:00,1163,1180,43.07,0.00,Sold
CY,Short,EUR/USD,756260,4,2014-11-11 00:01,2014-11-19 19:00,1.2427,1.2584,-55.03,0.00,Stop
CY,Short,EUR/USD,757369,4,2014-11-12 20:01,2014-11-19 19:00,1.2432,1.2596,-57.27,0.00,Stop
HU,Short,UK100,751734,4,2014-10-30 12:01,2014-11-21 14:03,6394,6772,-199.67,0.00,Stop
HP,Short,EUR/USD,755959,6,2014-11-10 12:01,2014-11-24 04:00,1.2487,1.2392,49.51,0.00,Sold
HP,Short,EUR/USD,757065,6,2014-11-12 08:01,2014-11-24 04:00,1.2491,1.2392,51.45,0.00,Sold
HP,Short,EUR/USD,758879,6,2014-11-17 08:01,2014-11-24 04:00,1.2529,1.2392,71.61,0.00,Sold
HU,Short,GER30,757166,4,2014-11-12 12:01,2014-11-24 07:02,9239,9740,-200.05,0.00,Stop
HU,Short,GBP/USD,761384,3,2014-11-21 12:01,2014-11-24 16:00,1.5666,1.5698,-8.55,0.00,Sold
HP,Long,EUR/USD,761787,6,2014-11-24 04:01,2014-11-25 08:00,1.2394,1.2422,14.35,0.00,Sold
VO,Long,USD/CHF,761486,1,2014-11-21 16:01,2014-11-26 01:22,0.9684,0.9630,-5.16,0.00,Stop
CY,Long,EUR/USD,761988,5,2014-11-24 12:01,2014-11-26 16:00,1.2410,1.2527,50.83,0.00,Sold
BB,Short,XAG/USD,762391,5,2014-11-25 04:01,2014-11-27 08:00,16.5226,16.4296,20.24,0.00,Sold
CY,Long,GBP/USD,745182,4,2014-10-15 12:01,2014-11-27 12:00,1.5923,1.5760,-56.73,0.00,Sold
HU,Short,USD/JPY,758880,4,2014-11-17 08:01,2014-11-27 20:00,115.97,117.81,-54.77,0.00,Sold
LP,Long,GBP/USD,762795,4,2014-11-25 20:01,2014-11-28 12:00,1.5708,1.5703,-1.73,0.00,Sold
CT,Long,USD/CAD,758778,4,2014-11-17 04:01,2014-11-28 16:00,1.1279,1.1401,33.74,0.00,Sold
CT,Short,GBP/USD,763599,3,2014-11-27 04:01,2014-12-01 12:00,1.5789,1.5709,20.68,0.00,Sold
CY,Short,GBP/USD,763701,4,2014-11-27 12:01,2014-12-01 12:00,1.5763,1.5709,18.29,0.00,Sold
HU,Short,GBP/USD,763902,3,2014-11-27 20:01,2014-12-01 13:16,1.5739,1.5736,0.45,0.00,Stop
HU,Short,EUR/USD,758477,4,2014-11-14 16:01,2014-12-01 16:00,1.2480,1.2476,0.92,0.00,Sold
CY,Long,USD/CAD,756363,7,2014-11-11 04:01,2014-12-01 16:00,1.1385,1.1379,-3.48,0.00,Sold
CY,Long,USD/CAD,757772,7,2014-11-13 12:01,2014-12-01 16:00,1.1312,1.1379,31.88,0.00,Sold
A2,Short,XAU/USD,742862,3,2014-10-09 16:01,2014-12-01 16:00,1223,1198,64.79,0.00,Sold
CY,Short,XAU/USD,760283,3,2014-11-19 16:01,2014-12-01 17:38,1179,1209,-78.10,0.00,Stop
HU,Long,USD/CAD,748503,4,2014-10-23 04:01,2014-12-01 20:00,1.1255,1.1318,17.32,0.00,Sold
HU,Long,USD/JPY,763904,4,2014-11-27 20:02,2014-12-01 20:00,117.81,118.28,13.69,0.00,Sold
LP,Short,XAU/USD,748809,3,2014-10-23 16:01,2014-12-01 20:00,1228,1212,40.99,0.00,Sold
VO,Long,USD/CAD,762290,6,2014-11-25 00:01,2014-12-02 00:00,1.1289,1.1321,12.90,0.00,Sold
VO,Long,USD/CAD,763903,6,2014-11-27 20:01,2014-12-02 00:00,1.1343,1.1321,-9.88,0.00,Sold
A2,Long,XAU/USD,765009,3,2014-12-01 16:01,2014-12-03 00:00,1198,1198,-0.67,0.00,Sold
CY,Short,GBP/USD,765614,4,2014-12-02 16:01,2014-12-03 16:00,1.5654,1.5713,-20.99,0.00,Sold
A2,Long,USD/CHF,763298,1,2014-11-26 16:01,2014-12-04 00:00,0.9598,0.9772,16.32,0.00,Sold
CY,Short,EUR/USD,763297,4,2014-11-26 16:01,2014-12-04 04:00,1.2526,1.2307,76.14,0.00,Sold
CY,Short,EUR/USD,763600,4,2014-11-27 08:01,2014-12-04 04:00,1.2507,1.2307,69.51,0.00,Sold
CY,Long,GER30,761385,4,2014-11-21 12:01,2014-12-04 13:53,9654,9900,98.17,0.00,Stop
BB,Short,GER30,766719,5,2014-12-04 12:01,2014-12-04 20:00,10028,9920,53.74,0.00,Sold
HU,Short,USD/JPY,765111,4,2014-12-01 20:01,2014-12-05 13:30,118.30,121.02,-80.80,0.00,Stop
CY,Long,EUR/USD,766518,5,2014-12-04 04:01,2014-12-05 16:00,1.2307,1.2296,-5.04,0.00,Sold
BB,Short,XAG/USD,766920,5,2014-12-04 20:01,2014-12-08 00:00,16.5170,16.2459,59.03,0.00,Sold
HU,Long,UK100,765513,4,2014-12-02 12:01,2014-12-08 12:00,6737,6684,-27.81,0.00,Sold
CY,Short,XAU/USD,762089,3,2014-11-24 16:01,2014-12-09 15:04,1199,1227,-72.93,0.00,Stop
A2,Short,XAU/USD,765815,3,2014-12-03 00:01,2014-12-09 15:15,1197,1231,-89.22,0.00,Stop
VO,Long,USD/JPY,751428,4,2014-10-30 00:02,2014-12-09 20:00,108.85,119.48,314.78,0.00,Sold
VO,Long,USD/JPY,751632,4,2014-10-30 08:01,2014-12-09 20:00,109.18,119.48,304.96,0.00,Sold
VO,Short,AUD/USD,729260,5,2014-09-09 00:02,2014-12-09 20:00,0.9279,0.8304,399.29,-24.99,Sold
VO,Short,AUD/USD,729363,5,2014-09-09 04:02,2014-12-09 20:00,0.9264,0.8304,393.00,-24.99,Sold
CY,Long,GBP/USD,768024,4,2014-12-08 16:01,2014-12-10 04:00,1.5621,1.5672,17.72,0.00,Sold
CY,Long,SPX500,750621,4,2014-10-28 16:01,2014-12-10 19:59,1972,2025,187.22,0.00,Stop
HP,Short,EUR/USD,762492,6,2014-11-25 08:01,2014-12-12 04:00,1.2424,1.2395,14.67,0.00,Sold
HP,Short,EUR/USD,763096,6,2014-11-26 08:01,2014-12-12 04:00,1.2472,1.2395,39.48,0.00,Sold
HP,Short,EUR/USD,767121,6,2014-12-05 04:01,2014-12-12 04:00,1.2381,1.2395,-7.81,0.00,Sold
HP,Long,SPX500,750319,4,2014-10-28 04:03,2014-12-12 07:01,1965,2022,198.03,0.00,Stop
HP,Long,SPX500,749412,4,2014-10-24 16:01,2014-12-12 09:01,1961,2020,206.24,0.00,Stop
CY,Long,GER30,769033,4,2014-12-10 08:02,2014-12-12 15:42,9859,9665,-77.61,0.00,Stop
CY,Long,SPX500,748910,4,2014-10-23 20:01,2014-12-12 15:59,1952,2015,221.73,0.00,Stop
HP,Long,US30,750320,4,2014-10-28 04:07,2014-12-12 16:00,16842,17414,199.02,0.00,Stop
HP,Long,SPX500,748707,4,2014-10-23 12:01,2014-12-12 16:59,1945,2012,232.83,0.00,Stop
HP,Long,US30,748708,4,2014-10-23 12:02,2014-12-12 20:42,16627,17306,236.54,0.00,Stop
ES,Short,EUR/USD,762493,5,2014-11-25 08:01,2014-12-15 00:00,1.2424,1.2464,-17.65,0.00,Sold
HP,Long,EUR/USD,770143,6,2014-12-12 04:01,2014-12-15 04:00,1.2395,1.2434,20.28,0.00,Sold
BB,Short,XAG/USD,768627,5,2014-12-09 16:01,2014-12-15 12:00,17.1090,16.8921,47.24,0.00,Sold
CY,Short,USD/CAD,765008,7,2014-12-01 16:01,2014-12-15 15:35,1.1379,1.1623,-119.87,0.00,Stop
CT,Long,NAS100,768325,13,2014-12-09 04:01,2014-12-15 16:27,4271,4157,-128.85,0.00,Stop
CT,Short,USD/CAD,764405,5,2014-11-28 16:01,2014-12-15 17:33,1.1403,1.1641,-83.91,0.00,Stop
HP,Short,USD/CAD,764806,6,2014-12-01 08:01,2014-12-15 21:59,1.1441,1.1675,-98.43,0.00,Stop
ES,Short,EUR/USD,770746,5,2014-12-15 04:01,2014-12-16 08:00,1.2435,1.2455,-9.06,0.00,Sold
